estimation_method,fit_method,est_errors,row,col,time_impute,time_fit,size
usvt,lbo,0.08614193714258576,2,40,3.878843216668992e-06,0,64
usvt,lbo,0.0174014255563829,2,9,3.878843216668992e-06,0,64
usvt,lbo,0.06611490948141747,57,50,3.878843216668992e-06,0,64
usvt,lbo,0.2252874609893679,18,7,3.878843216668992e-06,0,64
usvt,lbo,0.10881270154573035,29,17,3.878843216668992e-06,0,64
usvt,lbo,0.15355582278576033,24,18,3.878843216668992e-06,0,64
usvt,lbo,0.011154741443226927,14,60,3.878843216668992e-06,0,64
usvt,lbo,0.20127717383336194,43,32,3.878843216668992e-06,0,64
usvt,lbo,0.1992549620323126,1,19,3.878843216668992e-06,0,64
usvt,lbo,0.3867562465028212,59,32,3.878843216668992e-06,0,64
usvt,lbo,0.2114087275733559,3,60,3.878843216668992e-06,0,64
usvt,lbo,0.19026616361124796,30,37,3.878843216668992e-06,0,64
usvt,lbo,0.32749319157155,19,1,3.878843216668992e-06,0,64
usvt,lbo,0.02931154369124713,27,37,3.878843216668992e-06,0,64
usvt,lbo,0.06865395927112264,0,25,3.878843216668992e-06,0,64
usvt,lbo,0.02059529144248296,6,63,3.878843216668992e-06,0,64
usvt,lbo,0.11705259348757593,4,25,3.878843216668992e-06,0,64
usvt,lbo,0.167679258760621,3,33,3.878843216668992e-06,0,64
usvt,lbo,0.002750494448253621,27,34,3.878843216668992e-06,0,64
usvt,lbo,0.2554543506737146,59,41,3.878843216668992e-06,0,64
usvt,lbo,0.011997723427102704,59,61,3.878843216668992e-06,0,64
usvt,lbo,5.114317242374544e-05,9,57,3.878843216668992e-06,0,64
usvt,lbo,0.027938343910133674,51,61,3.878843216668992e-06,0,64
usvt,lbo,0.19765314838716225,62,54,3.878843216668992e-06,0,64
usvt,lbo,0.1611096805624707,14,25,3.878843216668992e-06,0,64
usvt,lbo,0.23232134140643787,50,41,3.878843216668992e-06,0,64
usvt,lbo,0.12057085353679436,61,48,3.878843216668992e-06,0,64
usvt,lbo,0.06045609542661525,12,63,3.878843216668992e-06,0,64
usvt,lbo,0.18885125550543685,46,51,3.878843216668992e-06,0,64
usvt,lbo,0.004039729215602313,23,11,3.878843216668992e-06,0,64
usvt,lbo,0.10849028483267575,11,19,3.878843216668992e-06,0,64
usvt,lbo,0.07466389310162849,26,42,3.878843216668992e-06,0,64
usvt,lbo,0.09334699327651089,17,49,3.878843216668992e-06,0,64
usvt,lbo,0.17391098042257705,43,7,3.878843216668992e-06,0,64
usvt,lbo,0.12367456382799005,54,58,3.878843216668992e-06,0,64
usvt,lbo,0.24931274379682067,19,22,3.878843216668992e-06,0,64
usvt,lbo,0.19328861578742387,32,34,3.878843216668992e-06,0,64
usvt,lbo,0.009839070774606086,33,1,3.878843216668992e-06,0,64
usvt,lbo,0.05937607247613988,14,26,3.878843216668992e-06,0,64
usvt,lbo,0.0648911485082389,33,5,3.878843216668992e-06,0,64
usvt,lbo,0.02264512951517038,30,17,3.878843216668992e-06,0,64
usvt,lbo,0.027251169970546246,38,12,3.878843216668992e-06,0,64
usvt,lbo,0.4224857327758398,34,29,3.878843216668992e-06,0,64
usvt,lbo,0.05420197261032729,58,20,3.878843216668992e-06,0,64
usvt,lbo,0.052509426338327767,2,21,3.878843216668992e-06,0,64
usvt,lbo,0.012147526362952962,35,53,3.878843216668992e-06,0,64
usvt,lbo,0.12695967057532004,27,3,3.878843216668992e-06,0,64
usvt,lbo,0.12433750124780248,36,11,3.878843216668992e-06,0,64
usvt,lbo,0.004790362414767559,40,6,3.878843216668992e-06,0,64
usvt,lbo,0.17709485069103678,39,21,3.878843216668992e-06,0,64
usvt,lbo,0.085889513785371,13,26,3.878843216668992e-06,0,64
usvt,lbo,0.27879998022434216,19,7,3.878843216668992e-06,0,64
usvt,lbo,0.10764972874041623,19,26,3.878843216668992e-06,0,64
usvt,lbo,0.19627108723288644,1,10,3.878843216668992e-06,0,64
usvt,lbo,0.09279990227139598,5,52,3.878843216668992e-06,0,64
usvt,lbo,0.014891044697137238,2,28,3.878843216668992e-06,0,64
usvt,lbo,0.2431854564446292,34,48,3.878843216668992e-06,0,64
usvt,lbo,0.01788449950024463,30,1,3.878843216668992e-06,0,64
usvt,lbo,0.2509566079661248,20,54,3.878843216668992e-06,0,64
usvt,lbo,0.4604145576095797,52,18,3.878843216668992e-06,0,64
usvt,lbo,0.05578000325660573,3,62,3.878843216668992e-06,0,64
usvt,lbo,0.06061793724599228,33,51,3.878843216668992e-06,0,64
usvt,lbo,0.1300702209145641,22,38,3.878843216668992e-06,0,64
usvt,lbo,0.2958608627612896,9,32,3.878843216668992e-06,0,64
usvt,lbo,0.18171507834254585,17,5,3.878843216668992e-06,0,64
usvt,lbo,0.200358444750563,48,44,3.878843216668992e-06,0,64
usvt,lbo,0.2334396259099721,61,19,3.878843216668992e-06,0,64
usvt,lbo,0.03207986986426418,59,45,3.878843216668992e-06,0,64
usvt,lbo,0.014179778542930614,24,37,3.878843216668992e-06,0,64
usvt,lbo,0.06071908567499384,2,15,3.878843216668992e-06,0,64
usvt,lbo,0.09517202495332004,57,7,3.878843216668992e-06,0,64
usvt,lbo,0.1517984469931252,52,43,3.878843216668992e-06,0,64
usvt,lbo,0.4514360288701127,34,38,3.878843216668992e-06,0,64
usvt,lbo,0.03681396582488829,63,3,3.878843216668992e-06,0,64
usvt,lbo,0.07170258831563625,43,46,3.878843216668992e-06,0,64
usvt,lbo,0.015387386005237404,57,58,3.878843216668992e-06,0,64
usvt,lbo,0.06260429653130427,20,3,3.878843216668992e-06,0,64
usvt,lbo,0.16696497472123403,28,18,3.878843216668992e-06,0,64
usvt,lbo,0.17874484279033515,55,13,3.878843216668992e-06,0,64
usvt,lbo,0.32315660958583337,32,17,3.878843216668992e-06,0,64
usvt,lbo,0.022761000043148794,63,36,3.878843216668992e-06,0,64
usvt,lbo,0.21706182764076729,63,43,3.878843216668992e-06,0,64
usvt,lbo,0.2864119446370893,53,29,3.878843216668992e-06,0,64
usvt,lbo,0.030487138393540347,7,8,3.878843216668992e-06,0,64
usvt,lbo,0.12131928381362733,59,46,3.878843216668992e-06,0,64
usvt,lbo,0.4932672010153699,61,52,3.878843216668992e-06,0,64
usvt,lbo,0.16387105758608536,23,52,3.878843216668992e-06,0,64
usvt,lbo,0.1345212040102864,53,43,3.878843216668992e-06,0,64
usvt,lbo,0.35905843869889215,50,2,3.878843216668992e-06,0,64
usvt,lbo,0.11553455501990993,51,45,3.878843216668992e-06,0,64
usvt,lbo,0.038324538199399495,37,49,3.878843216668992e-06,0,64
usvt,lbo,0.23366180897780944,10,31,3.878843216668992e-06,0,64
usvt,lbo,0.1284494019131219,56,61,3.878843216668992e-06,0,64
usvt,lbo,0.017836024547424563,13,5,3.878843216668992e-06,0,64
usvt,lbo,0.15236151526086364,16,17,3.878843216668992e-06,0,64
usvt,lbo,0.03586495806906313,21,50,3.878843216668992e-06,0,64
usvt,lbo,0.16284610719324308,56,59,3.878843216668992e-06,0,64
usvt,lbo,0.08965266998966057,59,9,3.878843216668992e-06,0,64
usvt,lbo,0.201806093605774,60,55,3.878843216668992e-06,0,64
usvt,lbo,0.1786493415033708,43,17,3.878843216668992e-06,0,64
usvt,lbo,0.04058373972234324,42,16,3.878843216668992e-06,0,64
usvt,lbo,0.2929778017989444,57,21,3.878843216668992e-06,0,64
usvt,lbo,0.18137481613217127,48,25,3.878843216668992e-06,0,64
usvt,lbo,0.3873171275470892,57,11,3.878843216668992e-06,0,64
usvt,lbo,0.2622075643715857,26,22,3.878843216668992e-06,0,64
usvt,lbo,0.193303110562569,39,13,3.878843216668992e-06,0,64
usvt,lbo,0.06827183445526641,15,9,3.878843216668992e-06,0,64
usvt,lbo,0.04084778818913885,34,60,3.878843216668992e-06,0,64
usvt,lbo,0.11043374125577603,23,48,3.878843216668992e-06,0,64
usvt,lbo,0.3757874270240895,49,18,3.878843216668992e-06,0,64
usvt,lbo,0.10451915356092195,5,25,3.878843216668992e-06,0,64
usvt,lbo,0.010348093665490048,32,36,3.878843216668992e-06,0,64
usvt,lbo,0.2484667186331464,7,6,3.878843216668992e-06,0,64
usvt,lbo,0.012599111362130398,10,52,3.878843216668992e-06,0,64
usvt,lbo,0.26615745352968484,19,25,3.878843216668992e-06,0,64
usvt,lbo,0.10415570820744248,63,16,3.878843216668992e-06,0,64
usvt,lbo,0.2150247663639305,30,16,3.878843216668992e-06,0,64
usvt,lbo,0.09381535899927658,15,8,3.878843216668992e-06,0,64
usvt,lbo,0.014064870669290073,12,41,3.878843216668992e-06,0,64
usvt,lbo,0.06133337746063602,3,47,3.878843216668992e-06,0,64
usvt,lbo,0.03657267760266647,18,28,3.878843216668992e-06,0,64
usvt,lbo,0.002817612258046342,50,39,3.878843216668992e-06,0,64
usvt,lbo,0.2291426438951833,59,53,3.878843216668992e-06,0,64
usvt,lbo,0.0327483496280348,2,52,3.878843216668992e-06,0,64
usvt,lbo,0.06286747770931911,28,59,3.878843216668992e-06,0,64
usvt,lbo,0.2177610514336259,63,17,3.878843216668992e-06,0,64
usvt,lbo,0.0908086144738849,63,29,3.878843216668992e-06,0,64
usvt,lbo,0.04126917272365684,51,40,3.878843216668992e-06,0,64
usvt,lbo,0.04806249357109583,46,39,3.878843216668992e-06,0,64
usvt,lbo,0.13852656496619686,12,25,3.878843216668992e-06,0,64
usvt,lbo,0.21708694196712716,61,22,3.878843216668992e-06,0,64
usvt,lbo,0.1351974125894883,20,16,3.878843216668992e-06,0,64
usvt,lbo,0.22975469254363637,45,30,3.878843216668992e-06,0,64
usvt,lbo,0.14267452617987417,31,3,3.878843216668992e-06,0,64
usvt,lbo,0.17201234938165497,62,17,3.878843216668992e-06,0,64
usvt,lbo,0.032905403458505865,9,61,3.878843216668992e-06,0,64
usvt,lbo,0.08739686833883382,38,7,3.878843216668992e-06,0,64
usvt,lbo,0.1848188727202065,27,22,3.878843216668992e-06,0,64
usvt,lbo,0.15531298345623892,1,31,3.878843216668992e-06,0,64
usvt,lbo,0.34161935621081585,10,12,3.878843216668992e-06,0,64
usvt,lbo,0.05167821042224198,63,20,3.878843216668992e-06,0,64
usvt,lbo,0.042767950104426966,17,23,3.878843216668992e-06,0,64
usvt,lbo,0.07200105322377538,63,60,3.878843216668992e-06,0,64
usvt,lbo,0.17895351723805406,14,27,3.878843216668992e-06,0,64
usvt,lbo,0.08117534365070518,27,24,3.878843216668992e-06,0,64
usvt,lbo,0.08085310679902645,51,41,3.878843216668992e-06,0,64
usvt,lbo,0.12979399245980952,46,0,3.878843216668992e-06,0,64
usvt,lbo,0.202824576472686,62,3,3.878843216668992e-06,0,64
usvt,lbo,0.21477801971891677,16,2,3.878843216668992e-06,0,64
usvt,lbo,0.13498508452299546,52,57,3.878843216668992e-06,0,64
usvt,lbo,0.08696322787440137,40,20,3.878843216668992e-06,0,64
usvt,lbo,0.11669055560086036,41,32,3.878843216668992e-06,0,64
usvt,lbo,0.18597281933714532,17,25,3.878843216668992e-06,0,64
usvt,lbo,0.15210587568095033,35,3,3.878843216668992e-06,0,64
usvt,lbo,0.1452820885869554,39,54,3.878843216668992e-06,0,64
usvt,lbo,0.06293749457174805,58,45,3.878843216668992e-06,0,64
usvt,lbo,0.05727122565315568,30,33,3.878843216668992e-06,0,64
usvt,lbo,0.06033082099062423,8,59,3.878843216668992e-06,0,64
usvt,lbo,0.18371906183282344,62,18,3.878843216668992e-06,0,64
usvt,lbo,0.2105430336466253,4,114,1.0789500504896583e-06,0,128
usvt,lbo,0.04020366613185418,123,21,1.0789500504896583e-06,0,128
usvt,lbo,0.3137143170081183,31,120,1.0789500504896583e-06,0,128
usvt,lbo,0.3049990306518997,95,12,1.0789500504896583e-06,0,128
usvt,lbo,0.20602984814041764,63,49,1.0789500504896583e-06,0,128
usvt,lbo,0.06208662196516707,65,116,1.0789500504896583e-06,0,128
usvt,lbo,0.25998241643147535,26,2,1.0789500504896583e-06,0,128
usvt,lbo,0.17468713033546976,83,39,1.0789500504896583e-06,0,128
usvt,lbo,0.1829967820244364,82,38,1.0789500504896583e-06,0,128
usvt,lbo,0.348823197887873,67,61,1.0789500504896583e-06,0,128
usvt,lbo,0.0627480380762741,57,118,1.0789500504896583e-06,0,128
usvt,lbo,0.09278534293603996,98,21,1.0789500504896583e-06,0,128
usvt,lbo,0.24683280015699918,125,64,1.0789500504896583e-06,0,128
usvt,lbo,0.038186193069344385,99,111,1.0789500504896583e-06,0,128
usvt,lbo,0.007754587472974232,26,112,1.0789500504896583e-06,0,128
usvt,lbo,0.1061033818331546,1,17,1.0789500504896583e-06,0,128
usvt,lbo,0.24704766184579915,70,9,1.0789500504896583e-06,0,128
usvt,lbo,0.14009401353769865,26,62,1.0789500504896583e-06,0,128
usvt,lbo,0.23403872004077436,82,98,1.0789500504896583e-06,0,128
usvt,lbo,0.04055190620208019,61,125,1.0789500504896583e-06,0,128
usvt,lbo,0.16483248088894514,16,61,1.0789500504896583e-06,0,128
usvt,lbo,0.08808744847997216,72,93,1.0789500504896583e-06,0,128
usvt,lbo,0.14089810185658622,18,116,1.0789500504896583e-06,0,128
usvt,lbo,0.12230546979223467,10,83,1.0789500504896583e-06,0,128
usvt,lbo,0.35870354733906673,66,62,1.0789500504896583e-06,0,128
usvt,lbo,0.14214539106943502,117,86,1.0789500504896583e-06,0,128
usvt,lbo,0.07633057830024624,94,26,1.0789500504896583e-06,0,128
usvt,lbo,0.07535415582991882,58,91,1.0789500504896583e-06,0,128
usvt,lbo,0.06898271095694665,65,81,1.0789500504896583e-06,0,128
usvt,lbo,0.022434818413758682,64,95,1.0789500504896583e-06,0,128
usvt,lbo,0.2520682773299303,7,76,1.0789500504896583e-06,0,128
usvt,lbo,0.020150655851559014,33,94,1.0789500504896583e-06,0,128
usvt,lbo,0.012374769926992036,88,122,1.0789500504896583e-06,0,128
usvt,lbo,0.2970679872687457,115,69,1.0789500504896583e-06,0,128
usvt,lbo,0.2476726487829785,32,111,1.0789500504896583e-06,0,128
usvt,lbo,0.1410008543311394,43,86,1.0789500504896583e-06,0,128
usvt,lbo,0.010291248738371044,103,98,1.0789500504896583e-06,0,128
usvt,lbo,0.09284302839626832,110,77,1.0789500504896583e-06,0,128
usvt,lbo,0.3291057482025182,124,42,1.0789500504896583e-06,0,128
usvt,lbo,0.0005120175199458676,119,81,1.0789500504896583e-06,0,128
usvt,lbo,0.17052719696644475,9,2,1.0789500504896583e-06,0,128
usvt,lbo,0.0656043041767237,15,53,1.0789500504896583e-06,0,128
usvt,lbo,0.1324417020798689,33,95,1.0789500504896583e-06,0,128
usvt,lbo,0.06300864996550737,92,62,1.0789500504896583e-06,0,128
usvt,lbo,0.5098491494556818,127,10,1.0789500504896583e-06,0,128
usvt,lbo,0.11141815353264391,14,101,1.0789500504896583e-06,0,128
usvt,lbo,0.12927566103638383,13,22,1.0789500504896583e-06,0,128
usvt,lbo,0.0007977625802790093,88,1,1.0789500504896583e-06,0,128
usvt,lbo,0.1079466162165723,99,16,1.0789500504896583e-06,0,128
usvt,lbo,0.08053157448701515,77,60,1.0789500504896583e-06,0,128
usvt,lbo,0.07303272010653361,65,50,1.0789500504896583e-06,0,128
usvt,lbo,0.17268897810576553,63,80,1.0789500504896583e-06,0,128
usvt,lbo,0.2001971900176458,33,117,1.0789500504896583e-06,0,128
usvt,lbo,0.19603769359546622,84,46,1.0789500504896583e-06,0,128
usvt,lbo,0.0020204922396131544,58,89,1.0789500504896583e-06,0,128
usvt,lbo,0.155932827218796,58,7,1.0789500504896583e-06,0,128
usvt,lbo,0.10106065262851888,23,29,1.0789500504896583e-06,0,128
usvt,lbo,0.20839964985105897,102,82,1.0789500504896583e-06,0,128
usvt,lbo,0.0696370726533392,126,24,1.0789500504896583e-06,0,128
usvt,lbo,0.2503437606165877,67,70,1.0789500504896583e-06,0,128
usvt,lbo,0.16340699380744167,34,12,1.0789500504896583e-06,0,128
usvt,lbo,0.2711868609739932,113,116,1.0789500504896583e-06,0,128
usvt,lbo,0.05307543475818306,89,78,1.0789500504896583e-06,0,128
usvt,lbo,0.47940044600287135,45,6,1.0789500504896583e-06,0,128
usvt,lbo,0.08943802828596455,37,67,1.0789500504896583e-06,0,128
usvt,lbo,0.06074695571731091,33,71,1.0789500504896583e-06,0,128
usvt,lbo,0.024588330242057865,66,36,1.0789500504896583e-06,0,128
usvt,lbo,0.22788624316945394,21,48,1.0789500504896583e-06,0,128
usvt,lbo,0.16462572603504133,18,81,1.0789500504896583e-06,0,128
usvt,lbo,0.1098606428461633,12,55,1.0789500504896583e-06,0,128
usvt,lbo,0.3523029230555938,114,116,1.0789500504896583e-06,0,128
usvt,lbo,0.06638497711074576,6,98,1.0789500504896583e-06,0,128
usvt,lbo,0.1022181677863406,68,78,1.0789500504896583e-06,0,128
usvt,lbo,0.19181784405707247,121,126,1.0789500504896583e-06,0,128
usvt,lbo,0.1325403432606137,14,70,1.0789500504896583e-06,0,128
usvt,lbo,0.0011386877032425018,123,87,1.0789500504896583e-06,0,128
usvt,lbo,0.19887982954240108,59,20,1.0789500504896583e-06,0,128
usvt,lbo,0.09906592185447614,59,21,1.0789500504896583e-06,0,128
usvt,lbo,0.110227750068807,75,28,1.0789500504896583e-06,0,128
usvt,lbo,0.21841397446948685,110,8,1.0789500504896583e-06,0,128
usvt,lbo,0.28797930503719443,111,99,1.0789500504896583e-06,0,128
usvt,lbo,0.08244615067529822,70,2,1.0789500504896583e-06,0,128
usvt,lbo,0.07625808682653819,100,122,1.0789500504896583e-06,0,128
usvt,lbo,0.003411326548297771,58,55,1.0789500504896583e-06,0,128
usvt,lbo,0.012279819809041428,100,29,1.0789500504896583e-06,0,128
usvt,lbo,0.28022377223027856,59,72,1.0789500504896583e-06,0,128
usvt,lbo,0.39022617960845657,121,50,1.0789500504896583e-06,0,128
usvt,lbo,0.2170703679083895,44,30,1.0789500504896583e-06,0,128
usvt,lbo,0.09059231238528967,6,76,1.0789500504896583e-06,0,128
usvt,lbo,0.01620528256606363,44,121,1.0789500504896583e-06,0,128
usvt,lbo,0.1650436175622148,13,102,1.0789500504896583e-06,0,128
usvt,lbo,0.2931905378977278,7,83,1.0789500504896583e-06,0,128
usvt,lbo,0.009476343619738047,0,60,1.0789500504896583e-06,0,128
usvt,lbo,0.053620569850433356,101,11,1.0789500504896583e-06,0,128
usvt,lbo,0.00827342002406833,10,37,1.0789500504896583e-06,0,128
usvt,lbo,0.03432921116458865,47,65,1.0789500504896583e-06,0,128
usvt,lbo,0.1458056638187305,94,15,1.0789500504896583e-06,0,128
usvt,lbo,0.07643356460413248,82,69,1.0789500504896583e-06,0,128
usvt,lbo,0.10653332253024941,50,114,1.0789500504896583e-06,0,128
usvt,lbo,0.021528186079612186,101,77,1.0789500504896583e-06,0,128
usvt,lbo,0.1818577213608856,4,81,1.0789500504896583e-06,0,128
usvt,lbo,0.09504616115138616,68,40,1.0789500504896583e-06,0,128
usvt,lbo,0.012410304034340621,39,52,1.0789500504896583e-06,0,128
usvt,lbo,0.16839563971632243,78,25,1.0789500504896583e-06,0,128
usvt,lbo,0.060297293080563336,26,44,1.0789500504896583e-06,0,128
usvt,lbo,0.2738052371056131,41,72,1.0789500504896583e-06,0,128
usvt,lbo,0.2676861632522842,78,125,1.0789500504896583e-06,0,128
usvt,lbo,0.1637785381109408,63,114,1.0789500504896583e-06,0,128
usvt,lbo,0.235614120745434,85,97,1.0789500504896583e-06,0,128
usvt,lbo,0.005902003806892415,70,41,1.0789500504896583e-06,0,128
usvt,lbo,0.058956129028004664,87,4,1.0789500504896583e-06,0,128
usvt,lbo,0.2261615256167644,67,113,1.0789500504896583e-06,0,128
usvt,lbo,0.11919218771329254,30,70,1.0789500504896583e-06,0,128
usvt,lbo,0.3191495466328737,121,32,1.0789500504896583e-06,0,128
usvt,lbo,0.0683983288228677,72,98,1.0789500504896583e-06,0,128
usvt,lbo,0.11926665393090569,75,18,1.0789500504896583e-06,0,128
usvt,lbo,0.14704758310782248,9,10,1.0789500504896583e-06,0,128
usvt,lbo,0.26269609785175585,31,34,1.0789500504896583e-06,0,128
usvt,lbo,0.25917326777393873,17,25,1.0789500504896583e-06,0,128
usvt,lbo,0.04662999621199554,52,84,1.0789500504896583e-06,0,128
usvt,lbo,0.22664279390976524,105,76,1.0789500504896583e-06,0,128
usvt,lbo,0.04214206728480933,102,33,1.0789500504896583e-06,0,128
usvt,lbo,0.1723236574106836,54,64,1.0789500504896583e-06,0,128
usvt,lbo,0.0932240453447645,14,97,1.0789500504896583e-06,0,128
usvt,lbo,0.12858683463186213,74,35,1.0789500504896583e-06,0,128
usvt,lbo,0.2679356956999454,122,48,1.0789500504896583e-06,0,128
usvt,lbo,0.05516521732606917,15,84,1.0789500504896583e-06,0,128
usvt,lbo,0.018518313593908525,75,113,1.0789500504896583e-06,0,128
usvt,lbo,0.14722011590643222,21,102,1.0789500504896583e-06,0,128
usvt,lbo,0.05455563213853525,69,1,1.0789500504896583e-06,0,128
usvt,lbo,0.2994726430608153,1,55,1.0789500504896583e-06,0,128
usvt,lbo,0.05453099264926404,9,17,1.0789500504896583e-06,0,128
usvt,lbo,0.10673396835575936,15,86,1.0789500504896583e-06,0,128
usvt,lbo,0.03439659648986983,33,104,1.0789500504896583e-06,0,128
usvt,lbo,0.00469360088930371,10,34,1.0789500504896583e-06,0,128
usvt,lbo,0.00680827214702235,97,47,1.0789500504896583e-06,0,128
usvt,lbo,0.21665245311736503,17,86,1.0789500504896583e-06,0,128
usvt,lbo,0.01833272676115693,86,45,1.0789500504896583e-06,0,128
usvt,lbo,0.13777195117675764,53,118,1.0789500504896583e-06,0,128
usvt,lbo,0.005679513085203199,91,111,1.0789500504896583e-06,0,128
usvt,lbo,0.025426496504062653,0,41,1.0789500504896583e-06,0,128
usvt,lbo,6.218978248388567e-05,75,126,1.0789500504896583e-06,0,128
usvt,lbo,0.03066699286974342,17,19,1.0789500504896583e-06,0,128
usvt,lbo,0.09370030657755657,61,96,1.0789500504896583e-06,0,128
usvt,lbo,0.08300895320777753,74,14,1.0789500504896583e-06,0,128
usvt,lbo,0.18364177749615385,42,72,1.0789500504896583e-06,0,128
usvt,lbo,0.13530527585394844,120,94,1.0789500504896583e-06,0,128
usvt,lbo,0.2603978512517324,41,17,1.0789500504896583e-06,0,128
usvt,lbo,0.14665302613060344,62,30,1.0789500504896583e-06,0,128
usvt,lbo,0.266266050588824,72,10,1.0789500504896583e-06,0,128
usvt,lbo,0.006556610954143572,25,54,1.0789500504896583e-06,0,128
usvt,lbo,0.0573644136939708,25,94,1.0789500504896583e-06,0,128
usvt,lbo,0.15699908383239447,123,74,1.0789500504896583e-06,0,128
usvt,lbo,0.06881056841139409,5,53,1.0789500504896583e-06,0,128
usvt,lbo,0.010376424155175527,22,54,1.0789500504896583e-06,0,128
usvt,lbo,0.17024275780656906,20,46,1.0789500504896583e-06,0,128
usvt,lbo,0.15771365590009384,27,3,1.0789500504896583e-06,0,128
usvt,lbo,0.002937747098159098,35,58,1.0789500504896583e-06,0,128
usvt,lbo,0.15096321126399792,104,46,1.0789500504896583e-06,0,128
usvt,lbo,0.070021274298683,24,30,1.0789500504896583e-06,0,128
usvt,lbo,0.21338890292141344,116,95,1.0789500504896583e-06,0,128
usvt,lbo,0.05874405764027646,98,110,1.0789500504896583e-06,0,128
usvt,lbo,0.16962776446374117,33,0,1.0789500504896583e-06,0,128
usvt,lbo,0.3156342496463468,107,43,1.0789500504896583e-06,0,128
usvt,lbo,0.04461205109018658,68,61,1.0789500504896583e-06,0,128
usvt,lbo,0.20913790580786248,109,40,1.0789500504896583e-06,0,128
usvt,lbo,0.18914575522451368,54,91,1.0789500504896583e-06,0,128
usvt,lbo,0.04859025152680446,47,89,1.0789500504896583e-06,0,128
usvt,lbo,0.10176913176318331,123,58,1.0789500504896583e-06,0,128
usvt,lbo,0.0029424078906977666,59,98,1.0789500504896583e-06,0,128
usvt,lbo,0.08240668217132281,67,126,1.0789500504896583e-06,0,128
usvt,lbo,0.26291283520980746,48,85,1.0789500504896583e-06,0,128
usvt,lbo,0.07438664114110785,97,61,1.0789500504896583e-06,0,128
usvt,lbo,0.049316002935691515,58,22,1.0789500504896583e-06,0,128
usvt,lbo,0.09759073469453107,15,110,1.0789500504896583e-06,0,128
usvt,lbo,0.04003013055072564,74,61,1.0789500504896583e-06,0,128
usvt,lbo,0.20478802079322111,25,81,1.0789500504896583e-06,0,128
usvt,lbo,0.14772502892428982,73,20,1.0789500504896583e-06,0,128
usvt,lbo,0.34896303729706135,19,22,1.0789500504896583e-06,0,128
usvt,lbo,0.0524206584960905,20,75,1.0789500504896583e-06,0,128
usvt,lbo,0.03728015195082492,103,97,1.0789500504896583e-06,0,128
usvt,lbo,0.12920011627008834,92,27,1.0789500504896583e-06,0,128
usvt,lbo,0.14913901164874913,6,97,1.0789500504896583e-06,0,128
usvt,lbo,0.0566682413867596,79,109,1.0789500504896583e-06,0,128
usvt,lbo,0.10530120780632451,115,83,1.0789500504896583e-06,0,128
usvt,lbo,0.07941480569891424,33,100,1.0789500504896583e-06,0,128
usvt,lbo,0.12771563934488298,55,85,1.0789500504896583e-06,0,128
usvt,lbo,0.26590008679754373,32,27,1.0789500504896583e-06,0,128
usvt,lbo,0.2568713885740991,102,57,1.0789500504896583e-06,0,128
usvt,lbo,0.10800432723644128,64,126,1.0789500504896583e-06,0,128
usvt,lbo,0.07177930155951018,80,69,1.0789500504896583e-06,0,128
usvt,lbo,0.15205520409543416,31,54,1.0789500504896583e-06,0,128
usvt,lbo,0.10539119540634317,70,27,1.0789500504896583e-06,0,128
usvt,lbo,0.08175727022652692,82,1,1.0789500504896583e-06,0,128
usvt,lbo,0.06464268422771131,100,117,1.0789500504896583e-06,0,128
usvt,lbo,0.059154980678617686,90,88,1.0789500504896583e-06,0,128
usvt,lbo,0.15389630457297127,75,55,1.0789500504896583e-06,0,128
usvt,lbo,0.35657749088446433,71,119,1.0789500504896583e-06,0,128
usvt,lbo,0.13098882145986523,27,55,1.0789500504896583e-06,0,128
usvt,lbo,0.23483857872367403,19,47,1.0789500504896583e-06,0,128
usvt,lbo,0.3972760455324865,54,80,1.0789500504896583e-06,0,128
usvt,lbo,0.09690235729884487,108,81,1.0789500504896583e-06,0,128
usvt,lbo,0.02230750273671342,75,38,1.0789500504896583e-06,0,128
usvt,lbo,0.09173215137145498,26,50,1.0789500504896583e-06,0,128
usvt,lbo,0.19928376320213909,3,114,1.0789500504896583e-06,0,128
usvt,lbo,0.14731091143314406,31,89,1.0789500504896583e-06,0,128
usvt,lbo,0.025305751534061463,81,33,1.0789500504896583e-06,0,128
usvt,lbo,0.3741817042256634,64,51,1.0789500504896583e-06,0,128
usvt,lbo,0.023117471201623226,36,53,1.0789500504896583e-06,0,128
usvt,lbo,0.03688107715930265,81,67,1.0789500504896583e-06,0,128
usvt,lbo,0.1120063910057846,91,76,1.0789500504896583e-06,0,128
usvt,lbo,0.08456611092141707,39,67,1.0789500504896583e-06,0,128
usvt,lbo,0.2071944754874364,106,101,1.0789500504896583e-06,0,128
usvt,lbo,0.11893868329085266,72,21,1.0789500504896583e-06,0,128
usvt,lbo,0.11915200704609585,58,109,1.0789500504896583e-06,0,128
usvt,lbo,0.11755715315202778,90,4,1.0789500504896583e-06,0,128
usvt,lbo,0.03145633999648559,70,110,1.0789500504896583e-06,0,128
usvt,lbo,0.18918621320256426,88,62,1.0789500504896583e-06,0,128
usvt,lbo,0.10821291907942296,50,12,1.0789500504896583e-06,0,128
usvt,lbo,0.2539577488166436,42,99,1.0789500504896583e-06,0,128
usvt,lbo,0.07201564864517165,44,126,1.0789500504896583e-06,0,128
usvt,lbo,0.1454920658066274,127,125,1.0789500504896583e-06,0,128
